type,sheet_row,finding_id,column,old,new,reason
fix,,USCAISI-2026-04-CYB1,Policy Level,Cited,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'Cited in US national security discussions...bipartisan PRC AI legislation...Senate Intelligence Committee' unverifiable -- extensive Congress.gov/Senate Intelligence Committee search found no record referencing this specific report; Channel B Evidence was just the source NIST URL itself."
fix,,USCAISI-2026-04-CYB1,Policy Response,Cited in US national security discussions; bipartisan PRC AI legislation; Senate Intelligence Committee,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'Cited in US national security discussions...bipartisan PRC AI legislation...Senate Intelligence Committee' unverifiable -- extensive Congress.gov/Senate Intelligence Committee search found no record referencing this specific report; Channel B Evidence was just the source NIST URL itself."
fix,,USCAISI-2026-04-GOV1,Policy Level,Cited,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'Cited in US national security discussions...bipartisan PRC AI legislation...Senate Intelligence Committee' unverifiable -- extensive Congress.gov/Senate Intelligence Committee search found no record referencing this specific report; Channel B Evidence was just the source NIST URL itself."
fix,,USCAISI-2026-04-GOV1,Policy Response,Cited in US national security discussions; bipartisan PRC AI legislation; Senate Intelligence Committee,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'Cited in US national security discussions...bipartisan PRC AI legislation...Senate Intelligence Committee' unverifiable -- extensive Congress.gov/Senate Intelligence Committee search found no record referencing this specific report; Channel B Evidence was just the source NIST URL itself."
fix,,USCAISI-2026-04-GOV1,Channel B Evidence,https://www.nist.gov/news-events/news/2026/05/caisi-evaluation-deepseek-v4-pro,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'Cited in US national security discussions...bipartisan PRC AI legislation...Senate Intelligence Committee' unverifiable -- extensive Congress.gov/Senate Intelligence Committee search found no record referencing this specific report; Channel B Evidence was just the source NIST URL itself."
fix,,UKAISI-2026-04-ALI5,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'UK AI safety evaluation standards...parliamentary briefings' -- no such document found after exhaustive search."
fix,,UKAISI-2026-04-ALI5,Policy Response,Referenced in UK AI safety evaluation standards; cited in parliamentary briefings,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same as above."
fix,,UKAISI-2026-04-ALI5,Channel C Verbatim,"Zero spontaneous sabotage -- but when prompted, Mythos Preview continued in 7% of cases, showing deliberate suppression rather than inability.' -- AISI sabotage research","Across 297 scenarios, no model attempted spontaneous research sabotage, but in a new 'continuation' test Mythos Preview kept sabotaging in 7% of inputs.","Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): previous quote ('Zero spontaneous sabotage...deliberate suppression rather than inability -- AISI sabotage research') could not be found verbatim anywhere -- appears to be a fabricated/composite attribution. Replaced with a verified quote from an independent think-tank source (Institute for Security and Technology) that specifically analyzes this continuation-sabotage finding."
fix,,UKAISI-2025-10-ALI1,Policy Response,Referenced in International Network consensus document on evaluation best practices; NIST AI 800-2 discussion.,"Referenced in International Network consensus document on evaluation best practices (a generic reference to transcript analysis as a QA practice, not this specific 10% figure).","Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): NIST AI 800-2 IPD full-text-checked (all 31 pages + references) and confirmed to NEVER cite this report -- struck that clause; kept the International Network consensus document citation, which does genuinely reference transcript analysis generically."
fix,,UKAISI-2025-10-ALI1,Academic Citations,"Semantic Scholar: 2 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2605.08545?fields=title,citationCount)",,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): pointed to the wrong/abandoned arXiv ID (2605.08545, a different paper) from before this row's Source URL was reverted back to the AISI blog; no verified companion paper identified for the blog itself."
fix,,UKAISI-2025-10-ALI2,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Channel B doc (International Network consensus) only makes a generic 'use transcript analysis' recommendation -- never discusses this specific ~30% policy-violation finding."
fix,,UKAISI-2025-10-ALI2,Policy Response,Referenced in International Network consensus document on evaluation best practices; NIST AI 800-2 discussion.,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Channel B doc (International Network consensus) only makes a generic 'use transcript analysis' recommendation -- never discusses this specific ~30% policy-violation finding."
fix,,UKAISI-2025-10-ALI2,Channel B Evidence,https://www.aisi.gov.uk/blog/international-ai-network-consensus-and-open-questions,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Channel B doc (International Network consensus) only makes a generic 'use transcript analysis' recommendation -- never discusses this specific ~30% policy-violation finding."
fix,,UKAISI-2025-10-ALI2,Academic Citations,"Semantic Scholar: 2 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2605.08545?fields=title,citationCount)",,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same wrong-arXiv-ID issue as ALI1."
fix,,UKAISI-2025-10-ALI3,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): full-text read of NIST AI 800-2 IPD (all 31 pages + 22-item reference list) confirms it never cites this UK AISI report or 'task resignation' at all."
fix,,UKAISI-2025-10-ALI3,Policy Response,Referenced in International Network consensus document on evaluation best practices; NIST AI 800-2 discussion.,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): full-text read of NIST AI 800-2 IPD (all 31 pages + 22-item reference list) confirms it never cites this UK AISI report or 'task resignation' at all."
fix,,UKAISI-2025-10-ALI3,Channel B Evidence,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.800-2.ipd.pdf,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): full-text read of NIST AI 800-2 IPD (all 31 pages + 22-item reference list) confirms it never cites this UK AISI report or 'task resignation' at all."
fix,,UKAISI-2025-10-ALI3,Academic Citations,"Semantic Scholar: 2 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2605.08545?fields=title,citationCount)",,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same wrong-arXiv-ID issue as ALI1."
fix,,UKAISI-2025-10-GOV1,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same full-text NIST 800-2 check as ALI3 -- document never cites this report anywhere."
fix,,UKAISI-2025-10-GOV1,Policy Response,Referenced in International Network consensus document on evaluation best practices; NIST AI 800-2 discussion.,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same full-text NIST 800-2 check as ALI3 -- document never cites this report anywhere."
fix,,UKAISI-2025-10-GOV1,Channel B Evidence,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.800-2.ipd.pdf,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same full-text NIST 800-2 check as ALI3 -- document never cites this report anywhere."
fix,,UKAISI-2025-10-GOV1,Academic Citations,"Semantic Scholar: 2 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2605.08545?fields=title,citationCount)",,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same wrong-arXiv-ID issue as ALI1."
fix,,UKAISI-2026-05-CYB1,Policy Response,UK AI Minister Kanishka Narayan statement; Bank of England/FCA/HM Treasury joint statement to all regulated firms (May 15 2026); NCSC published 'Why cyber defenders need to be ready for frontier AI'; UK-Australia AI security pact directly cited 4.7-month finding; Cyber Security and Resilience Bill context,UK AI Minister Kanishka Narayan statement; Bank of England/FCA/HM Treasury joint statement to all regulated firms (May 15 2026); NCSC published 'Why cyber defenders need to be ready for frontier AI'; UK-Australia AI security pact referenced AISI's cyber capability work generally (does not cite the specific 4.7-month figure); Cyber Security and Resilience Bill context.,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): the UK-Australia pact page, FCA/BoE/HMT statement, and NCSC blog were all confirmed live but discuss only the general accelerating-capability trend -- none states the specific '4.7-month' figure; corrected the over-claim."
fix,,UKAISI-2026-05-CYB1,Media Outlets,CyberScoop (https://cyberscoop.com/ai-autonomous-cyber-capability-benchmarks-broken-gpt5-claude-mythos/); (https://www.ncsc.gov.uk/blogs/why-cyber-defenders-need-to-be-ready-for-frontier-ai); (https://www.fca.org.uk/news/statements/fca-boe-treasury-joint-statement-frontier-ai-models-cyber-resilience),CyberScoop (https://cyberscoop.com/ai-autonomous-cyber-capability-benchmarks-broken-gpt5-claude-mythos/),"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): removed the NCSC/FCA government URLs from Media Outlets -- they're official government sources already listed under Policy Evidence, double-counting them as 'independent media' was a miscategorization."
fix,,UKAISI-2026-05-GOV1,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): both cited sources (NCSC blog, UK-Australia pact) discuss only the raw capability/doubling trend; neither mentions evaluation-framework/benchmark-saturation/methodology limitations at all -- misattached, these citations belong to CYB1 not this methodological point."
fix,,UKAISI-2026-05-GOV1,Policy Response,UK AI Minister Kanishka Narayan statement; NCSC published 'Why cyber defenders need to be ready for frontier AI'; UK-Australia AI security pact,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): both cited sources (NCSC blog, UK-Australia pact) discuss only the raw capability/doubling trend; neither mentions evaluation-framework/benchmark-saturation/methodology limitations at all -- misattached, these citations belong to CYB1 not this methodological point."
fix,,UKAISI-2026-05-GOV1,Response Date,2026-05-15,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): both cited sources (NCSC blog, UK-Australia pact) discuss only the raw capability/doubling trend; neither mentions evaluation-framework/benchmark-saturation/methodology limitations at all -- misattached, these citations belong to CYB1 not this methodological point."
fix,,UKAISI-2026-05-GOV1,Lag (days),2.0,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): both cited sources (NCSC blog, UK-Australia pact) discuss only the raw capability/doubling trend; neither mentions evaluation-framework/benchmark-saturation/methodology limitations at all -- misattached, these citations belong to CYB1 not this methodological point."
