type,sheet_row,finding_id,column,old,new,reason
VERIFIED-FIX,196,UKAISI-2025-12-BIO1,Domain,Bio-Chem,Bio-Chem;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,197,UKAISI-2025-12-JAI2,Domain,Jailbreaks,Jailbreaks;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,198,UKAISI-2025-12-GOV5,Domain,Jailbreaks,Jailbreaks;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,199,NEW-037,Domain,Governance,Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,200,NEW-034,Domain,Governance,Cyber;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,201,NEW-038,Domain,Societal,Societal;Human Influence,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,202,NEW-035,Domain,Governance,Bio-Chem;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,203,NEW-039,Domain,Governance,Bio-Chem;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,204,NEW-036,Domain,Governance,Autonomy;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,205,UKAISI-2026-02-SOC1,Domain,Societal,Societal;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,206,JOINT-2026-02-CYB1,Domain,Cyber,Cyber;Policy/Standards,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,207,JOINT-2026-02-JAI1,Domain,Jailbreaks,Jailbreaks;Cyber,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,208,JOINT-2026-02-CYB2,Domain,Jailbreaks,Cyber;Jailbreaks,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,210,ADD-04,Domain,Alignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,211,ADD-05,Domain,Bio-Chem,Alignment;Bio-Chem,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,212,ADD-06,Domain,Jailbreaks,Jailbreaks;Cyber,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,213,JOINT-2026-02-GOV1,Domain,Governance,Transparency/Disclosure;Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,216,NEW-042,Domain,Jailbreaks,Jailbreaks;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,217,JOINT-2026-02-GOV1b,Domain,Governance,Policy/Standards;International-coordination,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,218,JOINT-2026-02-GOV2b,Domain,Governance,Eval-methodology;Policy/Standards,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,219,UKAISI-2026-02-CYB1,Domain,Cyber,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,221,NEW-048,Domain,Cyber,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,222,UKAISI-2026-03a-GOV2,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,223,UKAISI-2026-03a-GOV3,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,224,NEW-049,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,225,UKAISI-2026-03-CYB1,Domain,Cyber,Cyber;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,226,UKAISI-2026-03-CYB2,Domain,Cyber,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,227,JOINT-2026-03-JAI1,Domain,Jailbreaks,Jailbreaks;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,228,JOINT-2026-03-CYB1,Domain,Cyber,Jailbreaks;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,229,UKAISI-2026-03b-CYB1,Domain,Cyber,Cyber;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,230,UKAISI-2026-03-AUT1,Domain,Autonomy,Autonomy;Societal,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,231,NEW-142,Domain,Governance,Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,232,NEW-143,Domain,Governance,Autonomy;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,240,NEW-089,Domain,Autonomy,Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,241,USCAISI-2026-04-CYB1,Domain,Governance,Frontier-forecasting;International-coordination,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,242,USCAISI-2026-04-GOV1,Domain,Governance,Transparency/Disclosure;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,243,USCAISI-2026-04-GOV11,Domain,Governance,Bio-Chem;Policy/Standards,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,244,NEW-090,Domain,Governance,Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,247,UKAISI-2026-04-CYB2,Domain,Cyber,Cyber;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,250,NEW-070,Domain,Alignment,Human Influence;Alignment,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,252,UKAISI-2026-04-ALI1,Domain,Human Influence / Alignment,Human Influence;Alignment,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,253,UKAISI-2026-04-ALI3,Domain,Human Influence / Alignment,Human Influence;Alignment,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,254,UKAISI-2026-04-ALI4,Domain,Human Influence / Alignment,Human Influence;Alignment,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,255,NEW-057,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,256,NEW-058,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,257,UKAISI-2026-04-ALI15,Domain,Governance,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,258,UKAISI-2026-04-ALI16,Domain,Governance,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,259,UKAISI-2026-04-ALI17,Domain,Governance,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,260,UKAISI-2026-04-ALI1b,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,261,UKAISI-2026-04-ALI10,Domain,Alignment / Human Influence,Alignment,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,262,UKAISI-2026-04-ALI11,Domain,Alignment / Human Influence,Alignment;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,264,UKAISI-2026-04-ALI9,Domain,Alignment / Human Influence,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,265,NEW-064,Domain,Governance,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,266,UKAISI-2026-04-ALI6,Domain,Alignment / Misalignment,Alignment,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,267,UKAISI-2026-04-ALI5,Domain,Alignment / Misalignment,Alignment,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,268,USCAISI-2026-05-GOV1,Domain,Governance,Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,270,ADD-07,Domain,Cyber,Cyber;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,271,ADD-08,Domain,Cyber,Cyber;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,272,UKAISI-2026-05-CYB1,Domain,Cyber,Cyber;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,273,UKAISI-2026-05-GOV1,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,276,UKAISI-2026-05B-ALI2,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,277,NEW-075,Domain,Governance,Alignment;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,279,UKAISI-2026-06-ALI1,Domain,Alignment,Human Influence;Societal,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,280,UKAISI-2026-06-ALI2,Domain,Alignment,Human Influence;Societal,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,284,JOINT-2025-05-ALI1,Domain,Alignment / Misalignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,285,JOINT-2025-05-GOV1,Domain,Governance,Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,286,ADD-12,Domain,Alignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,287,JOINT-2025-05-ALI1-s2,Domain,Alignment / Misalignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,288,NEW-151,Domain,Bio-Chem,Bio-Chem;Policy/Standards,Re-derived: capability subject / governance sub-type (multi-select)
DECISION,,(bulk),Report ID,blank (67 rows),filled via source-URL clustering + verified paper/blog pairs,"2026-07-17 re-verification pass: found 67 rows with blank Report ID from earlier session edits, breaking report-grouping. Fixed via exact source-URL clustering; 3 rows merged into existing reports after WebFetch-verifying blog/paper pairs (Loss of Oversight, RealityTest, Container Sandbox Escape); 1 row (NEW-102) dropped as a self-flagged data error with no actual finding."
DECISION,,(bulk),Finding ID,ADD-##/NEW-### (138 rows),INSTITUTION-YYYY-MM-DOMn scheme,"2026-07-17: renamed all placeholder Finding IDs to the codebook scheme, derived deterministically from each row's (now-corrected) Institution+Publication Date+Domain, with global collision-free sequencing. Fixed a secondary bug where compound institution strings (e.g. ""US CAISI (NIST) + UK AI Security Institute"") were mis-coded as UKAISI instead of JOINT by cross-checking against each report's authoritative sibling IDs."
VERIFIED-FIX,,(bulk),Models / Systems,blank (9 rows),filled from report cluster / finding text,2026-07-17: filled Models/Systems for capability-finding rows that had it blank in error (self-report and named-in-text cases); left legitimately blank for methodology/governance/anonymised-model rows per codebook.
DECISION,,(25 new rows),(new rows),286 rows,311 rows,"2026-07-17 completeness-audit sweep (8 parallel research agents + 4 adversarial verification agents): found and verified 5 entirely MISSING reports (OpenAI GPT-5.6 system card 2026-07-09; Anthropic Claude Opus 4.6/4.7/4.8 and Fable5/Mythos5 system cards) plus a major previously-uncaptured accountability event (US Dept of Commerce export-control order against Claude Fable5/Mythos5, June 2026, independently corroborated by 9 news sources) plus 8 curated high-confidence third-party evaluator findings (Apollo/METR/SecureBio/Dreadnode/Cisco). All new rows source-verified with exact quotes before inclusion. Accountability set (government-AISI, Trackable=yes) grew 44->49; third-party trackable stays 2; total accountability across scopes 46->51."
DECISION,,(sweep),(coverage check),,confirmed comprehensive,"Sweep also confirmed NO other gaps: UK AISI's ~150 published items checked (only 2 new non-duplicate, both added); US CAISI, other national AISIs (Japan/Singapore/Korea/EU/France), Google/xAI/Meta/Mistral model cards checked with no new government-AISI findings beyond what's listed; 3 sweep leads confirmed as duplicates of existing rows (GPT-5.5 cyber report, Async Control paper/blog pair, Gray Swan Mar-18 vs existing Mar-23 competition)."
DECISION,,(24 new rows),(new rows),305 rows,329 rows,"2026-07-17 institutional + evaluator-forum completeness sweep (11 more parallel research agents, triggered by user question 'why did we find nothing else'): deep-crawled Japan J-AISI (28 items, all governance/methodology, none new), Korea K-AISI (58 items; added the 42-model non-disclosure governance finding), EU AI Office (26 items, zero own model findings -- confirmed they have no evaluation capacity yet, targeted 2027), France PEReN/INESIA (26 items, nothing clears named-model bar), Canada AISI (confirmed near-total non-publication; first own blog post ever was 2026-07-08), Australia AISI (confirmed zero published findings despite testing since 2026-07-07 -- added as a governance transparency-gap row); identified and swept the AI Evaluator Forum (aievaluatorforum.org, 8 members) and NIST AISIC evaluator-focused member firms, adding 21 curated third-party findings (Holistic AI, LatticeFlow/COMPL-AI, Scale AI, Cisco/Robust Intelligence, Citadel AI, Transluce, Princeton HAL, RAND, AVERI) plus 1 UK-AISI-commissioned RAND cyber-uplift study coded government-AISI scope. Fixed 2 date errors found in the process (NETWORK-2024-11, UKAISI-2025-07-CYB1). Accountability set 51->52 (50 government + 2 pre-existing third-party); third-party-evaluator stratum grew 11->32 rows."
DECISION,,(4 correction rows),inclusion reasoning,329 rows,333 rows,"2026-07-17: user challenged the exclusion reasoning for France PEReN items ('nothing clears the named-model bar'). CORRECTED: the actual codebook standard is a concerning finding attributable to ANY identifiable party (company, framework, tool, process) -- not strictly a named commercial LLM. Re-examined and added 4 previously-omitted rows that were real, alarming, named-TOOL findings wrongly excluded for imprecise reasons (the true reason for non-trackability is 'no identifiable accountable company', e.g. open-source/academic tools with no corporate owner -- NOT 'nothing found'): France deepfake-tool study (non-experts fool informed viewers, precision 0.41), France detector-reliability study (2/13 image detectors beat chance), Singapore Red-Teaming Challenge 2026 (instant data leak in Khmer vs 1hr in English), France energy-consumption study (reasoning mode +92% consumption). All 4 coded Eval?=yes/Trackable?=no/anonymised-model, kept for descriptive completeness per the codebook's own stratification principle. This surfaces a broader methodological lesson: 'excluded from accountability set' must never be conflated with 'excluded from the dataset' -- flagged for a wider re-audit of prior exclusion decisions across the whole session."
DECISION,,(8 re-audit rows),inclusion reasoning,333 rows,341 rows,"2026-07-17: full re-audit of prior session exclusion decisions (per user request) applying the corrected 'no accountable party != no finding' standard. Found and added 8 more previously-omitted rows: UK AISI cloud-misconfiguration finding (5-step privilege-escalation chain in AISI's own infrastructure, verified directly against source), persuasion-vs-accuracy tradeoff, consistency-training side-effect (amplified sycophancy), alignment-pretraining self-fulfilling misalignment (45% vs 9%), 2 UL Research Institutes/DSRI OLMo findings (bad health advice ~50% correct; a privacy fix that regressed secret-key exposure 4x -- reconsidered because Allen Institute for AI IS a real identifiable organization, not truly anonymous, just non-frontier), 1 reassuring political-knowledge finding (added for completeness), 1 eval-methodology finding (test-time compute affecting evaluation validity). Deliberately left unadded (lower priority / genuine format mismatch, not the same error): old 2023 Credo AI ratings on now-superseded model versions; CIP/Weval's live continuously-updated dashboard (doesn't fit a dated-report schema); Fairly AI (amplifies someone else's study, no original testing); ORCAA (confirmed no model-specific work exists); several medium-confidence METR routine pages (title/date only, no verified quote -- still flagged for future verification, not dropped as 'no finding')."
